Messung;Jahr;Monat;Tag;Longitude;Latitude;Height;Stunde;Minute;Sekunde;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;Time;Distanz_Nachbarpunkt;Distanz_Runsum;Height_GIS1;LCZ
2121;2024;12;12;7.42078;46.95434;559;11;20;8;1.3;74.06;1.43;75.1;1.16;72.99;1.12;74.01;37208;2.22315013;2520.229784;553.9500122;2
2122;2024;12;12;7.4208;46.95431;559.2;11;20;9;1.35;73.88;1.4;74.9;1.19;72.91;1.14;73.96;37209;3.665730391;2523.895514;553.9000244;2
2123;2024;12;12;7.4208;46.9543;559.3;11;20;10;1.26;73.77;1.42;74.8;1.24;72.84;1.09;73.9;37210;1.111575056;2525.007089;553.8200073;2
2124;2024;12;12;7.42081;46.95428;559.4;11;20;11;1.28;73.55;1.44;74.64;1.24;72.75;1.09;73.85;37211;2.349828499;2527.356918;553.8599854;2
2125;2024;12;12;7.42081;46.95427;559.5;11;20;13;1.3;73.44;1.39;74.53;1.2;72.64;1.14;73.71;37213;1.11157505;2528.468493;553.8900146;2
2126;2024;12;12;7.42081;46.95425;559.5;11;20;14;1.3;73.41;1.4;74.46;1.16;72.68;1.08;73.89;37214;2.223150095;2530.691643;553.9199829;2
2127;2024;12;12;7.42082;46.95423;559.5;11;20;15;1.31;73.31;1.43;74.43;1.2;72.7;1.14;73.98;37215;2.349828709;2533.041472;553.9699707;2
2128;2024;12;12;7.42083;46.95421;559.5;11;20;16;1.27;73.28;1.4;74.41;1.19;72.82;1.08;74;37216;2.349828794;2535.3913;553.9500122;2
2129;2024;12;12;7.42083;46.9542;559.3;11;20;17;1.28;73.39;1.37;74.46;1.23;72.94;1.12;74.09;37217;1.111575038;2536.502875;553.9799805;2
2130;2024;12;12;7.42083;46.95418;559.2;11;20;19;1.23;73.48;1.4;74.51;1.18;73.03;1.12;74.18;37219;2.223150067;2538.726025;553.9799805;2
2131;2024;12;12;7.42084;46.95416;559.1;11;20;20;1.27;73.53;1.37;74.6;1.22;73.03;1.11;74.14;37220;2.349829005;2541.075854;554;2
2132;2024;12;12;7.42084;46.95414;559.1;11;20;21;1.28;73.64;1.43;74.81;1.23;73.04;1.11;74.25;37221;2.223150052;2543.299004;553.960022;2
2133;2024;12;12;7.42084;46.95413;559;11;20;22;1.31;73.68;1.44;74.78;1.2;73.14;1.09;74.26;37222;1.111575023;2544.410579;553.9500122;2
2134;2024;12;12;7.42085;46.95412;559;11;20;24;1.28;73.6;1.43;74.8;1.2;73.15;1.12;74.23;37224;1.347182305;2545.757762;554.0300293;2
2135;2024;12;12;7.42085;46.9541;559;11;20;25;1.3;73.6;1.4;74.74;1.24;73.17;1.09;74.27;37225;2.223150037;2547.980912;554.1699829;2
2136;2024;12;12;7.42086;46.95408;558.8;11;20;26;1.27;73.62;1.42;74.77;1.23;73.26;1.12;74.38;37226;2.349829343;2550.330741;554.3400269;2
2137;2024;12;12;7.42086;46.95406;558.7;11;20;27;1.3;73.73;1.42;74.84;1.24;73.45;1.11;74.48;37227;2.223150021;2552.553891;554.4299927;2
2138;2024;12;12;7.42087;46.95405;558.6;11;20;28;1.34;73.86;1.43;74.97;1.24;73.52;1.15;74.53;37228;1.347182854;2553.901074;554.5;2
2139;2024;12;12;7.42087;46.95403;558.4;11;20;30;1.3;73.95;1.37;75.09;1.23;73.56;1.12;74.53;37230;2.22315001;2556.124224;554.4799805;2
2140;2024;12;12;7.42087;46.95402;558.4;11;20;31;1.31;74.13;1.39;75.2;1.16;73.59;1.15;74.5;37231;1.111575002;2557.235799;554.4799805;2
2141;2024;12;12;7.42088;46.95399;558.4;11;20;32;1.27;74.16;1.46;75.28;1.18;73.53;1.12;74.52;37232;3.420481621;2560.656281;554.4000244;2
2142;2024;12;12;7.42089;46.95397;558.3;11;20;33;1.27;74.19;1.46;75.37;1.22;73.55;1.14;74.53;37233;2.349829808;2563.00611;554.3300171;2
2143;2024;12;12;7.42089;46.95396;557.9;11;20;35;1.28;74.29;1.43;75.38;1.22;73.51;1.12;74.56;37235;1.111574989;2564.117685;554.3300171;2
2144;2024;12;12;7.4209;46.95394;557.7;11;20;36;1.3;74.27;1.44;75.43;1.23;73.59;1.07;74.55;37236;2.349829935;2566.467515;554.3099976;2
2145;2024;12;12;7.42091;46.95391;557.5;11;20;37;1.27;74.37;1.43;75.37;1.23;73.58;1.12;74.62;37237;3.420481826;2569.887997;554.2000122;2
2146;2024;12;12;7.42091;46.9539;557.4;11;20;38;1.28;74.28;1.43;75.39;1.22;73.52;1.14;74.66;37238;1.11157498;2570.999572;554.1599731;2
2147;2024;12;12;7.42091;46.95389;557.5;11;20;39;1.26;74.28;1.42;75.39;1.18;73.56;1.11;74.68;37239;1.111574976;2572.111147;554.1599731;2
2148;2024;12;12;7.42092;46.95388;557.6;11;20;41;1.31;74.34;1.44;75.43;1.19;73.59;1.11;74.62;37241;1.347184188;2573.458331;554.2700195;2
2149;2024;12;12;7.42092;46.95386;557.7;11;20;42;1.26;74.34;1.42;75.37;1.22;73.61;1.15;74.66;37242;2.223149944;2575.681481;554.3499756;2
2150;2024;12;12;7.42092;46.95384;557.4;11;20;43;1.27;74.31;1.42;75.41;1.19;73.6;1.12;74.65;37243;2.223149935;2577.904631;554.2700195;2
2151;2024;12;12;7.42092;46.95383;557;11;20;44;1.3;74.27;1.4;75.42;1.22;73.6;1.12;74.65;37244;1.111574964;2579.016206;554.2000122;2
2152;2024;12;12;7.42092;46.95382;556.6;11;20;45;1.28;74.33;1.42;75.48;1.23;73.63;1.14;74.71;37245;1.111574964;2580.127781;554.2000122;2
2153;2024;12;12;7.42093;46.9538;556.7;11;20;47;1.3;74.29;1.42;75.42;1.18;73.54;1.11;74.75;37247;2.349830525;2582.477612;554.1599731;2
2154;2024;12;12;7.42093;46.95379;556.6;11;20;48;1.28;74.28;1.44;75.35;1.22;73.58;1.14;74.63;37248;1.111574957;2583.589187;554.1900024;2
2155;2024;12;12;7.42094;46.95376;556.2;11;20;49;1.3;74.19;1.4;75.3;1.16;73.42;1.11;74.57;37249;3.420482215;2587.009669;554.1300049;2
2156;2024;12;12;7.42095;46.95375;555.9;11;20;50;1.3;74.05;1.43;75.21;1.24;73.38;1.14;74.56;37250;1.347185209;2588.356854;554.2399902;2
2157;2024;12;12;7.42095;46.95374;555.4;11;20;52;1.28;74.01;1.39;75.26;1.26;73.29;1.15;74.52;37252;1.111574946;2589.468429;554.2800293;2
2158;2024;12;12;7.42096;46.95373;555.1;11;20;53;1.26;74.03;1.42;75.24;1.19;73.29;1.11;74.51;37253;1.347185367;2590.815614;554.3400269;2
2159;2024;12;12;7.42096;46.95371;555.2;11;20;54;1.26;74.13;1.39;75.22;1.2;73.33;1.14;74.67;37254;2.223149885;2593.038764;554.5300293;2
2160;2024;12;12;7.42097;46.95368;555.6;11;20;55;1.3;74.14;1.44;75.31;1.23;73.37;1.12;74.79;37255;3.420482422;2596.459247;554.3300171;2
2161;2024;12;12;7.42098;46.95367;556;11;20;56;1.27;74.06;1.43;75.35;1.19;73.39;1.15;74.76;37256;1.347185837;2597.806433;554.3099976;2
2162;2024;12;12;7.42098;46.95365;556.2;11;20;58;1.34;74.13;1.39;75.38;1.23;73.43;1.09;74.82;37258;2.223149862;2600.029582;554.2800293;2
2163;2024;12;12;7.42099;46.95364;556.6;11;20;59;1.31;74.16;1.4;75.37;1.2;73.44;1.17;74.87;37259;1.347186073;2601.376768;554.3599854;2
2164;2024;12;12;7.421;46.95361;556.6;11;21;0;1.28;74.06;1.42;75.37;1.19;73.49;1.17;74.87;37260;3.420482602;2604.797251;554.3400269;2
2165;2024;12;12;7.42101;46.9536;556.3;11;21;1;1.26;74.06;1.4;75.43;1.24;73.55;1.12;74.93;37261;1.347186386;2606.144437;554.3599854;2
2166;2024;12;12;7.42101;46.95358;556.2;11;21;2;1.32;74.05;1.4;75.4;1.16;73.59;1.12;74.94;37262;2.223149834;2608.367587;554.3599854;2
2167;2024;12;12;7.42102;46.95357;556.2;11;21;4;1.34;74.13;1.43;75.41;1.24;73.56;1.17;74.95;37264;1.347186622;2609.714774;554.3699951;2
2168;2024;12;12;7.42102;46.95355;556;11;21;5;1.31;74.16;1.42;75.45;1.2;73.62;1.09;74.88;37265;2.223149823;2611.937924;554.4000244;2
2169;2024;12;12;7.42103;46.95352;555.7;11;21;6;1.3;74.16;1.42;75.39;1.22;73.6;1.11;74.83;37266;3.420482834;2615.358407;554.4299927;2
2170;2024;12;12;7.42103;46.9535;555.6;11;21;7;1.3;74.08;1.4;75.41;1.22;73.54;1.11;74.79;37267;2.223149804;2617.581556;554.4299927;2
2171;2024;12;12;7.42104;46.95349;555.8;11;21;9;1.24;74.1;1.39;75.47;1.2;73.46;1.12;74.86;37269;1.34718725;2618.928744;554.3800049;2
2172;2024;12;12;7.42104;46.95348;555.8;11;21;10;1.34;74.16;1.32;75.39;1.23;73.38;1.09;74.71;37270;1.111574897;2620.040319;554.3900146;2
2173;2024;12;12;7.42104;46.95348;555.8;11;21;11;1.3;74.02;1.43;75.31;1.2;73.28;1.14;74.63;37271;0;2620.040319;554.3900146;2
2174;2024;12;12;7.42104;46.95347;555.8;11;21;12;1.27;73.92;1.43;75.23;1.19;73.12;1.15;74.57;37272;1.111574895;2621.151893;554.3499756;2
2175;2024;12;12;7.42104;46.95346;555.4;11;21;13;1.27;73.83;1.39;75.03;1.18;73.09;1.11;74.47;37273;1.111574894;2622.263468;554.3499756;2
2176;2024;12;12;7.42104;46.95345;555.4;11;21;15;1.23;73.68;1.37;74.95;1.19;72.94;1.14;74.32;37275;1.11157489;2623.375043;554.3300171;2
2177;2024;12;12;7.42104;46.95344;555.2;11;21;16;1.27;73.58;1.37;74.81;1.19;72.78;1.09;74.24;37276;1.11157489;2624.486618;554.3099976;2
2178;2024;12;12;7.42104;46.95343;554.8;11;21;17;1.32;73.39;1.42;74.72;1.2;72.75;1.12;74.18;37277;1.111574887;2625.598193;554.2800293;2
2179;2024;12;12;7.42104;46.9534;554.5;11;21;18;1.28;73.3;1.39;74.55;1.15;72.66;1.09;74.11;37278;3.334724649;2628.932918;554.2600098;2
2180;2024;12;12;7.42104;46.95338;554.5;11;21;19;1.34;73.3;1.39;74.52;1.22;72.67;1.11;74.09;37279;2.223149757;2631.156067;554.2000122;2
2181;2024;12;12;7.42105;46.95337;554.6;11;21;21;1.28;73.25;1.33;74.48;1.19;72.57;1.11;74.08;37281;1.347188193;2632.503256;554.1400146;2
2182;2024;12;12;7.42106;46.95335;554.6;11;21;22;1.28;73.19;1.39;74.47;1.2;72.62;1.11;74.12;37282;2.349832427;2634.853088;554.1799927;2
2183;2024;12;12;7.42106;46.95332;554.2;11;21;23;1.28;73.2;1.42;74.47;1.2;72.61;1.12;74.1;37283;3.334724604;2638.187813;554.0900269;2
2184;2024;12;12;7.42106;46.95331;553.9;11;21;24;1.32;73.22;1.39;74.46;1.22;72.64;1.12;74.11;37284;1.111574863;2639.299387;554.0900269;2
2185;2024;12;12;7.42107;46.9533;553.7;11;21;26;1.24;73.21;1.4;74.51;1.16;72.66;1.17;74.11;37286;1.347188742;2640.646576;554.0100098;2
2186;2024;12;12;7.42108;46.95328;553.5;11;21;27;1.3;73.25;1.4;74.5;1.18;72.62;1.15;74.13;37287;2.349832721;2642.996409;553.9799805;2
2187;2024;12;12;7.42108;46.95327;553.3;11;21;28;1.28;73.28;1.42;74.53;1.23;72.69;1.14;74.09;37288;1.111574856;2644.107984;553.960022;2
2188;2024;12;12;7.4211;46.95326;553.1;11;21;29;1.3;73.22;1.4;74.53;1.2;72.77;1.15;74.16;37289;1.884907806;2645.992892;553.960022;2
2189;2024;12;12;7.42111;46.95325;553.1;11;21;30;1.32;73.31;1.42;74.59;1.2;72.7;1.17;74.12;37290;1.347189135;2647.340081;553.9699707;2
2190;2024;12;12;7.42112;46.95324;553.3;11;21;32;1.31;73.32;1.39;74.55;1.2;72.73;1.11;74.13;37292;1.347189212;2648.68727;554.0499878;2
2191;2024;12;12;7.42112;46.95324;553.3;11;21;33;1.27;73.22;1.42;74.62;1.22;72.77;1.11;74.19;37293;0;2648.68727;554.0499878;2
2192;2024;12;12;7.42112;46.95324;553.3;11;21;34;1.31;73.3;1.37;74.58;1.2;72.79;1.18;74.15;37294;0;2648.68727;554.0499878;2
2193;2024;12;12;7.42113;46.95323;553.7;11;21;35;1.3;73.29;1.39;74.57;1.23;72.79;1.17;74.18;37295;1.347189291;2650.034459;554.0700073;2
2194;2024;12;12;7.42114;46.95322;553.9;11;21;36;1.27;73.31;1.44;74.62;1.27;72.87;1.14;74.22;37296;1.347189368;2651.381649;554.0999756;2
2195;2024;12;12;7.42115;46.95321;554.1;11;21;38;1.27;73.3;1.43;74.66;1.24;72.93;1.17;74.19;37298;1.347189449;2652.728838;554.2000122;2
2196;2024;12;12;7.42117;46.9532;554.2;11;21;39;1.28;73.35;1.42;74.66;1.26;73.03;1.14;74.19;37299;1.884909173;2654.613747;554.2299805;2
2197;2024;12;12;7.42118;46.95319;554.3;11;21;40;1.32;73.32;1.42;74.59;1.22;73.12;1.15;74.14;37300;1.347189605;2655.960937;554.1599731;1
2198;2024;12;12;7.42121;46.95317;554.5;11;21;41;1.32;73.25;1.39;74.61;1.19;73.12;1.15;74.14;37301;3.186893196;2659.14783;554.289978;1
2199;2024;12;12;7.42122;46.95316;554.7;11;21;43;1.28;73.25;1.39;74.57;1.26;73.09;1.14;74.13;37303;1.347189841;2660.49502;554.3400269;1
2200;2024;12;12;7.42123;46.95314;554.8;11;21;44;1.27;73.07;1.46;74.56;1.23;73.06;1.14;74.08;37304;2.349833313;2662.844853;554.3099976;1
2201;2024;12;12;7.42123;46.95313;555;11;21;45;1.34;73.01;1.42;74.53;1.22;73.04;1.18;74;37305;1.111574828;2663.956428;554.3699951;1
2202;2024;12;12;7.42125;46.95311;554.8;11;21;46;1.3;72.86;1.43;74.39;1.29;73;1.15;74.03;37306;2.694380387;2666.650808;554.4199829;1
2203;2024;12;12;7.42126;46.9531;554.9;11;21;47;1.31;72.86;1.43;74.35;1.24;72.95;1.17;74.03;37307;1.347190312;2667.997999;554.5200195;1
2204;2024;12;12;7.42127;46.95309;555.1;11;21;49;1.28;72.66;1.4;74.24;1.23;72.89;1.11;73.92;37309;1.347190389;2669.345189;554.4699707;1
2205;2024;12;12;7.42129;46.95308;555.1;11;21;50;1.31;72.64;1.42;74.2;1.26;72.84;1.17;73.99;37310;1.884911908;2671.230101;554.4400024;1
2206;2024;12;12;7.4213;46.95308;555.1;11;21;51;1.3;72.57;1.46;74.15;1.26;72.85;1.15;73.91;37311;0.76113316;2671.991234;554.4799805;1
2207;2024;12;12;7.42133;46.95305;555;11;21;52;1.31;72.56;1.39;74.08;1.24;72.75;1.17;73.89;37312;4.041571875;2676.032806;554.3499756;1
2208;2024;12;12;7.42134;46.95304;555;11;21;53;1.32;72.56;1.42;74.02;1.23;72.71;1.15;73.84;37313;1.347190782;2677.379997;554.289978;1
2209;2024;12;12;7.42136;46.95303;555;11;21;55;1.3;72.53;1.43;73.95;1.26;72.71;1.14;73.8;37315;1.884913047;2679.26491;554.2399902;1
2210;2024;12;12;7.42137;46.95302;555;11;21;56;1.31;72.51;1.39;73.94;1.3;72.66;1.15;73.85;37316;1.347190938;2680.612101;554.2299805;1
2211;2024;12;12;7.42138;46.95301;555.1;11;21;57;1.35;72.46;1.43;73.89;1.24;72.62;1.18;73.81;37317;1.347191018;2681.959292;554.210022;1
2212;2024;12;12;7.42141;46.95299;555.2;11;21;58;1.34;72.44;1.4;73.89;1.23;72.65;1.18;73.83;37318;3.186898633;2685.14619;554.2199707;1
2213;2024;12;12;7.42142;46.95298;555.3;11;22;0;1.3;72.38;1.43;73.86;1.27;72.65;1.18;73.86;37320;1.347191253;2686.493382;554.2299805;1
2214;2024;12;12;7.42144;46.95298;555.2;11;22;1;1.34;72.34;1.44;73.82;1.23;72.63;1.19;73.85;37321;1.522269156;2688.015651;554.2700195;1
2215;2024;12;12;7.42145;46.95297;555.2;11;22;2;1.32;72.18;1.44;73.74;1.26;72.56;1.17;73.75;37322;1.347191333;2689.362842;554.2800293;1
2216;2024;12;12;7.42147;46.95296;555;11;22;3;1.3;72.12;1.42;73.67;1.27;72.54;1.17;73.79;37323;1.88491464;2691.247757;554.2700195;1
2217;2024;12;12;7.4215;46.95294;554.7;11;22;4;1.28;72.04;1.43;73.54;1.27;72.45;1.22;73.78;37324;3.186900143;2694.434657;554.2399902;1
2218;2024;12;12;7.42152;46.95294;554.5;11;22;6;1.28;71.93;1.46;73.56;1.29;72.42;1.15;73.68;37326;1.52227029;2695.956927;554.2600098;1
2219;2024;12;12;7.42154;46.95293;554.5;11;22;7;1.32;71.8;1.42;73.44;1.24;72.4;1.19;73.62;37327;1.884915324;2697.841843;554.210022;1
2220;2024;12;12;7.42155;46.95292;554.5;11;22;8;1.3;71.8;1.43;73.35;1.26;72.33;1.18;73.58;37328;1.347191725;2699.189034;554.1500244;1
2221;2024;12;12;7.42158;46.95291;554.7;11;22;9;1.34;71.67;1.44;73.32;1.27;72.22;1.19;73.57;37329;2.539595193;2701.72863;554.1099854;1
2222;2024;12;12;7.4216;46.9529;554.8;11;22;10;1.32;71.6;1.49;73.25;1.26;72.19;1.24;73.49;37330;1.88491601;2703.613546;554.039978;1
2223;2024;12;12;7.42162;46.9529;554.9;11;22;12;1.31;71.57;1.43;73.2;1.29;72.11;1.17;73.45;37332;1.522271424;2705.135817;554.0999756;1
2224;2024;12;12;7.42163;46.95289;554.9;11;22;13;1.28;71.46;1.43;73.15;1.29;72.09;1.18;73.39;37333;1.347191961;2706.483009;554.1699829;1
2225;2024;12;12;7.42165;46.95288;554.8;11;22;14;1.37;71.45;1.44;73.08;1.29;72.08;1.22;73.35;37334;1.884916463;2708.367925;554.0900269;1
2226;2024;12;12;7.42168;46.95289;554.4;11;22;15;1.31;71.36;1.4;72.95;1.26;72.01;1.15;73.3;37335;2.539596338;2710.907522;553.9899902;1
2227;2024;12;12;7.42169;46.95289;554.3;11;22;17;1.35;71.35;1.43;72.97;1.3;72;1.18;73.29;37337;0.761135854;2711.668658;553.9699707;1
2228;2024;12;12;7.4217;46.9529;554.6;11;22;18;1.35;71.35;1.47;72.91;1.26;71.97;1.19;73.28;37338;1.347191961;2713.01585;553.9500122;1
2229;2024;12;12;7.42172;46.95291;554.7;11;22;19;1.34;71.36;1.46;72.9;1.27;71.91;1.22;73.27;37339;1.884916009;2714.900766;553.9699707;1
2230;2024;12;12;7.42173;46.95292;555.1;11;22;20;1.3;71.2;1.42;72.91;1.3;71.89;1.19;73.21;37340;1.347191802;2716.247957;553.9400024;1
2231;2024;12;12;7.42175;46.95294;555.1;11;22;21;1.34;71.23;1.5;72.88;1.27;71.86;1.21;73.19;37341;2.69438337;2718.942341;553.9199829;1
2232;2024;12;12;7.42176;46.95294;555;11;22;23;1.31;71.15;1.46;72.86;1.3;71.82;1.18;73.2;37343;0.761135145;2719.703476;553.8699951;1
2233;2024;12;12;7.42178;46.95295;555.5;11;22;24;1.37;71.13;1.42;72.82;1.22;71.76;1.21;73.08;37344;1.884915096;2721.588391;553.8200073;1
2234;2024;12;12;7.42179;46.95296;555.7;11;22;25;1.34;71.11;1.44;72.77;1.29;71.75;1.21;73.11;37345;1.34719149;2722.935582;553.7999878;1
2235;2024;12;12;7.42181;46.95297;555.7;11;22;26;1.32;71.07;1.4;72.72;1.26;71.72;1.19;73.03;37346;1.88491464;2724.820497;553.8900146;1
2236;2024;12;12;7.42183;46.95299;555.9;11;22;27;1.32;71.09;1.43;72.69;1.27;71.65;1.21;73.09;37347;2.694382585;2727.51488;553.8699951;1
2237;2024;12;12;7.42184;46.953;555.9;11;22;29;1.31;70.98;1.4;72.69;1.23;71.63;1.21;73.03;37349;1.347191175;2728.862071;553.8800049;1
2238;2024;12;12;7.42185;46.953;556;11;22;30;1.31;71;1.39;72.66;1.26;71.65;1.22;73.07;37350;0.761134294;2729.623205;553.8699951;1
2239;2024;12;12;7.42185;46.953;556.1;11;22;31;1.38;71.01;1.42;72.65;1.3;71.63;1.15;73.07;37351;0;2729.623205;553.8699951;1
2240;2024;12;12;7.42186;46.95301;556.2;11;22;32;1.32;70.94;1.44;72.64;1.26;71.57;1.24;73.05;37352;1.347191097;2730.970396;553.8599854;1
2241;2024;12;12;7.42186;46.95301;556.2;11;22;34;1.31;70.84;1.49;72.62;1.3;71.61;1.17;73.08;37354;0;2730.970396;553.8599854;1
2242;2024;12;12;7.42187;46.95301;556.1;11;22;35;1.31;70.87;1.42;72.56;1.27;71.53;1.19;73.11;37355;0.761134153;2731.73153;553.8599854;1
2243;2024;12;12;7.42188;46.95302;556.4;11;22;36;1.31;70.85;1.43;72.51;1.29;71.51;1.21;73.07;37356;1.347191017;2733.078721;553.8699951;1
2244;2024;12;12;7.42189;46.95302;556.7;11;22;37;1.35;70.83;1.47;72.51;1.3;71.57;1.25;73.05;37357;0.761134011;2733.839855;553.8599854;1
2245;2024;12;12;7.42192;46.95302;556.7;11;22;38;1.28;70.79;1.43;72.46;1.27;71.51;1.25;73.05;37358;2.283402033;2736.123257;553.8900146;1
2246;2024;12;12;7.42193;46.95301;556.8;11;22;40;1.37;70.81;1.44;72.47;1.29;71.54;1.24;73.1;37360;1.347191017;2737.470448;553.8900146;1
2247;2024;12;12;7.42195;46.95301;556.9;11;22;41;1.3;70.73;1.46;72.48;1.3;71.54;1.15;73.1;37361;1.522268305;2738.992717;553.8800049;1
2248;2024;12;12;7.42197;46.95301;557.4;11;22;42;1.32;70.73;1.46;72.42;1.33;71.57;1.22;73.1;37362;1.522268305;2740.514985;553.8800049;1
2249;2024;12;12;7.42199;46.953;558;11;22;43;1.3;70.72;1.43;72.41;1.27;71.55;1.21;73.13;37363;1.884913729;2742.399899;553.8800049;1
2250;2024;12;12;7.42203;46.953;559;11;22;44;1.34;70.71;1.44;72.4;1.29;71.59;1.21;73.13;37364;3.044537178;2745.444436;553.8900146;1
2251;2024;12;12;7.42205;46.95299;559.8;11;22;46;1.3;70.69;1.42;72.42;1.3;71.56;1.22;73.07;37366;1.884913958;2747.32935;553.9000244;1
2252;2024;12;12;7.42207;46.95299;560.4;11;22;47;1.32;70.67;1.43;72.4;1.27;71.54;1.18;73.01;37367;1.522268872;2748.851619;553.9099731;1
2253;2024;12;12;7.4221;46.95299;561;11;22;48;1.37;70.75;1.43;72.41;1.36;71.57;1.18;73.03;37368;2.283403309;2751.135022;553.9199829;1
2254;2024;12;12;7.42214;46.95298;561.3;11;22;49;1.31;70.69;1.44;72.36;1.3;71.55;1.18;72.99;37369;3.241112516;2754.376135;553.9299927;1
2255;2024;12;12;7.42217;46.95298;561.9;11;22;51;1.38;70.72;1.46;72.42;1.3;71.59;1.19;73;37371;2.283403734;2756.659538;553.9799805;1
2256;2024;12;12;7.42219;46.95298;562.3;11;22;52;1.27;70.7;1.43;72.39;1.29;71.56;1.21;72.93;37372;1.522269156;2758.181808;553.9500122;1
2257;2024;12;12;7.42221;46.95298;562.5;11;22;53;1.35;70.74;1.46;72.42;1.29;71.51;1.17;72.95;37373;1.522269156;2759.704077;553.9400024;1
2258;2024;12;12;7.42224;46.95297;562.5;11;22;54;1.26;70.71;1.43;72.38;1.33;71.59;1.21;72.9;37374;2.539592903;2762.24367;553.9400024;1
2259;2024;12;12;7.42228;46.95296;563.1;11;22;55;1.34;70.7;1.43;72.42;1.32;71.56;1.22;72.95;37375;3.24111358;2765.484783;553.8900146;1
2260;2024;12;12;7.4223;46.95296;563.7;11;22;57;1.31;70.71;1.43;72.32;1.3;71.61;1.21;72.93;37377;1.522269723;2767.007053;553.9000244;1
2261;2024;12;12;7.42232;46.95296;564.5;11;22;58;1.31;70.7;1.47;72.4;1.29;71.63;1.25;72.93;37378;1.522269723;2768.529323;553.9199829;1
2262;2024;12;12;7.42234;46.95296;564.9;11;22;59;1.35;70.7;1.4;72.42;1.33;71.66;1.17;72.87;37379;1.522269723;2770.051592;553.9099731;1
2263;2024;12;12;7.42235;46.95295;565.5;11;23;0;1.32;70.7;1.43;72.42;1.34;71.64;1.19;72.9;37380;1.34719149;2771.398784;553.9099731;1
2264;2024;12;12;7.42239;46.95295;566.1;11;23;1;1.34;70.71;1.4;72.41;1.33;71.65;1.22;72.84;37381;3.044540013;2774.443324;553.8900146;1
2265;2024;12;12;7.42241;46.95294;566.3;11;23;3;1.31;70.64;1.46;72.46;1.34;71.59;1.19;72.86;37383;1.884915096;2776.328239;553.8900146;1
2266;2024;12;12;7.42242;46.95294;566.6;11;23;4;1.34;70.67;1.49;72.4;1.29;71.6;1.27;72.94;37384;0.761135145;2777.089374;553.8900146;1
2267;2024;12;12;7.42244;46.95294;566.6;11;23;5;1.3;70.67;1.5;72.36;1.36;71.61;1.19;72.93;37385;1.52227029;2778.611644;553.9000244;1
2268;2024;12;12;7.42246;46.95294;566.6;11;23;6;1.31;70.64;1.46;72.4;1.33;71.65;1.21;72.82;37386;1.52227029;2780.133915;553.8400269;1
2269;2024;12;12;7.42248;46.95293;566.7;11;23;8;1.31;70.68;1.46;72.37;1.27;71.69;1.22;72.9;37388;1.884915324;2782.01883;553.8300171;1
2270;2024;12;12;7.42249;46.95293;566.8;11;23;9;1.31;70.71;1.46;72.37;1.34;71.66;1.22;72.89;37389;0.761135287;2782.779965;553.9099731;1
2271;2024;12;12;7.42249;46.95294;567;11;23;10;1.31;70.61;1.5;72.38;1.33;71.68;1.25;72.91;37390;1.11157479;2783.89154;553.789978;1
2272;2024;12;12;7.42249;46.95294;567.1;11;23;11;1.32;70.67;1.44;72.32;1.32;71.64;1.21;72.86;37391;0;2783.89154;553.789978;1
2273;2024;12;12;7.42249;46.95294;567.2;11;23;12;1.32;70.64;1.42;72.38;1.3;71.57;1.19;72.93;37392;0;2783.89154;553.789978;1
2274;2024;12;12;7.4225;46.95294;567.4;11;23;14;1.31;70.67;1.46;72.3;1.34;71.6;1.22;72.95;37394;0.761135145;2784.652675;553.7999878;1
2275;2024;12;12;7.4225;46.95294;567.5;11;23;15;1.35;70.61;1.44;72.36;1.34;71.63;1.21;72.92;37395;0;2784.652675;553.7999878;1
2276;2024;12;12;7.4225;46.95294;567.7;11;23;16;1.31;70.57;1.46;72.29;1.32;71.58;1.22;72.91;37396;0;2784.652675;553.7999878;1
2277;2024;12;12;7.4225;46.95294;567.8;11;23;17;1.32;70.61;1.44;72.3;1.36;71.53;1.21;72.89;37397;0;2784.652675;553.7999878;1
2278;2024;12;12;7.42251;46.95295;568;11;23;18;1.34;70.63;1.46;72.22;1.32;71.53;1.22;72.88;37398;1.347191566;2785.999867;553.7700195;1
2279;2024;12;12;7.42251;46.95295;568.1;11;23;20;1.31;70.56;1.46;72.25;1.36;71.48;1.24;72.88;37400;0;2785.999867;553.7700195;1
2280;2024;12;12;7.42251;46.95295;568.2;11;23;21;1.32;70.54;1.44;72.25;1.32;71.51;1.24;72.79;37401;0;2785.999867;553.7700195;1
2281;2024;12;12;7.42251;46.95295;568.3;11;23;22;1.3;70.52;1.44;72.2;1.32;71.47;1.27;72.8;37402;0;2785.999867;553.7700195;1
2282;2024;12;12;7.42251;46.95295;568.4;11;23;23;1.34;70.46;1.46;72.26;1.33;71.46;1.24;72.86;37403;0;2785.999867;553.7700195;1
2283;2024;12;12;7.42251;46.95295;568.5;11;23;25;1.35;70.48;1.47;72.2;1.33;71.47;1.22;72.8;37405;0;2785.999867;553.7700195;1
2284;2024;12;12;7.42251;46.95295;568.5;11;23;26;1.35;70.47;1.44;72.21;1.36;71.4;1.28;72.83;37406;0;2785.999867;553.7700195;1
