Messung;Jahr;Monat;Tag;Longitude;Latitude;Height;Stunde;Minute;Sekunde;Sensor1_T;Sensor1_LF;Sensor2_T;Sensor2_LF;Sensor3_T;Sensor3_LF;Sensor4_T;Sensor4_LF;Time;Distanz_Nachbarpunkt;Distanz_Runsum;Height_GIS1;LCZ
169;2024;12;12;7.43509;46.95539;568.7;10;40;38;1.34;69.03;1.51;70.48;1.13;70.51;1.08;71.95;34838;1.347172415;163.9045324;558.2000122;1
170;2024;12;12;7.43508;46.95541;568.6;10;40;39;1.34;69.06;1.47;70.56;1.07;70.51;1.07;72;34839;2.349823808;166.2543562;558.2800293;1
171;2024;12;12;7.43508;46.95543;568.5;10;40;40;1.35;69.14;1.49;70.65;1.09;70.58;1.01;72.05;34840;2.223150547;168.4775067;558.2999878;1
172;2024;12;12;7.43507;46.95544;568.5;10;40;41;1.32;69.2;1.46;70.75;1.15;70.7;1.05;72.04;34841;1.347172022;169.8246788;558.3300171;1
173;2024;12;12;7.43506;46.95545;568.3;10;40;43;1.35;69.22;1.46;70.81;1.09;70.68;1.04;72.05;34843;1.347171942;171.1718507;558.3300171;1
174;2024;12;12;7.43505;46.95546;568.5;10;40;44;1.28;69.17;1.44;70.85;1.09;70.75;1.02;72.11;34844;1.347171865;172.5190226;558.3300171;1
175;2024;12;12;7.43504;46.95549;568.7;10;40;45;1.37;69.24;1.53;70.96;1.15;70.74;1.02;72.15;34845;3.420477819;175.9395004;558.2600098;1
176;2024;12;12;7.43503;46.9555;568.7;10;40;46;1.37;69.33;1.5;71.04;1.15;70.81;1.08;72.28;34846;1.34717155;177.2866719;558.2399902;1
177;2024;12;12;7.43502;46.95551;568.4;10;40;47;1.38;69.35;1.5;71.09;1.16;70.88;1.05;72.24;34847;1.347171471;178.6338434;558.2199707;1
178;2024;12;12;7.43501;46.95552;568.1;10;40;49;1.31;69.4;1.47;71.07;1.13;70.88;1.08;72.36;34849;1.347171394;179.9810148;558.2299805;1
179;2024;12;12;7.43501;46.95553;567.8;10;40;50;1.28;69.46;1.53;71.22;1.12;70.9;1.08;72.36;34850;1.111575294;181.0925901;558.2399902;1
180;2024;12;12;7.43501;46.95555;566.6;10;40;51;1.32;69.47;1.51;71.19;1.15;71.02;1.07;72.32;34851;2.223150592;183.3157407;558.1699829;1
181;2024;12;12;7.43502;46.95556;566.3;10;40;52;1.32;69.52;1.53;71.24;1.18;71.04;1.05;72.42;34852;1.347171079;184.6629118;558.1500244;1
182;2024;12;12;7.43503;46.95557;566.1;10;40;54;1.34;69.5;1.5;71.27;1.12;71.08;1.08;72.47;34854;1.347171002;186.0100828;558.1599731;1
183;2024;12;12;7.43505;46.95558;565.9;10;40;55;1.35;69.55;1.5;71.2;1.15;71.13;1.08;72.45;34855;1.884855169;187.8949379;558.1900024;1
184;2024;12;12;7.43507;46.95559;565.5;10;40;56;1.34;69.53;1.47;71.26;1.12;71.1;1.05;72.55;34856;1.884854942;189.7797929;558.1500244;1
185;2024;12;12;7.4351;46.95561;564.9;10;40;57;1.32;69.52;1.46;71.25;1.18;71.13;1.12;72.59;34857;3.186820102;192.966613;558.0900269;1
186;2024;12;12;7.43512;46.95562;564.7;10;40;58;1.3;69.55;1.47;71.22;1.18;71.11;1.08;72.51;34858;1.884854258;194.8514672;558.1300049;1
187;2024;12;12;7.43513;46.95563;564.5;10;41;0;1.34;69.61;1.47;71.24;1.16;71.2;1.07;72.45;34860;1.347170529;196.1986378;558.0800171;1
188;2024;12;12;7.43515;46.95564;564.4;10;41;1;1.37;69.59;1.47;71.28;1.16;71.13;1.08;72.56;34861;1.884853804;198.0834916;558.039978;1
189;2024;12;12;7.43517;46.95566;564.4;10;41;2;1.3;69.55;1.47;71.28;1.13;71.13;1.08;72.54;34862;2.694340666;200.7778322;558.0100098;1
190;2024;12;12;7.43519;46.95567;564.6;10;41;3;1.37;69.63;1.49;71.24;1.18;71.1;1.08;72.57;34863;1.88485312;202.6626853;557.9799805;1
191;2024;12;12;7.43521;46.95567;564.9;10;41;4;1.37;69.67;1.47;71.26;1.16;71.18;1.08;72.54;34864;1.522192877;204.1848782;558.0599976;1
192;2024;12;12;7.43522;46.95568;565.2;10;41;6;1.37;69.61;1.49;71.3;1.16;71.18;1.05;72.55;34866;1.347170137;205.5320484;558.0200195;1
193;2024;12;12;7.43523;46.95568;565.3;10;41;7;1.38;69.63;1.47;71.28;1.18;71.18;1.07;72.54;34867;0.761096297;206.2931447;558.0700073;1
194;2024;12;12;7.43526;46.9557;565.2;10;41;8;1.37;69.62;1.5;71.22;1.15;71.18;1.05;72.53;34868;3.186817384;209.479962;558.0100098;1
195;2024;12;12;7.43527;46.9557;565.1;10;41;9;1.34;69.69;1.53;71.29;1.18;71.13;1.07;72.5;34869;0.761096013;210.2410581;557.9899902;1
196;2024;12;12;7.43529;46.95571;565.2;10;41;10;1.34;69.66;1.53;71.27;1.18;71.13;1.07;72.51;34870;1.884852208;212.1259103;557.9899902;1
197;2024;12;12;7.43531;46.95571;565.2;10;41;12;1.34;69.6;1.51;71.27;1.15;71.2;1.11;72.47;34872;1.522191743;213.648102;558.0200195;1
198;2024;12;12;7.43533;46.95572;565.3;10;41;13;1.38;69.66;1.5;71.26;1.15;71.12;1.09;72.54;34873;1.884851979;215.532954;557.9500122;1
199;2024;12;12;7.43536;46.95573;565.1;10;41;14;1.37;69.63;1.5;71.27;1.18;71.18;1.11;72.48;34874;2.539487968;218.072442;557.9400024;1
200;2024;12;12;7.43537;46.95574;564.8;10;41;15;1.34;69.68;1.51;71.3;1.23;71.15;1.11;72.49;34875;1.347169667;219.4196116;557.9699707;1
201;2024;12;12;7.43539;46.95575;564.6;10;41;17;1.34;69.69;1.5;71.32;1.16;71.13;1.12;72.47;34877;1.884851297;221.3044629;557.9799805;1
202;2024;12;12;7.43541;46.95575;564.4;10;41;18;1.35;69.68;1.49;71.33;1.19;71.2;1.05;72.47;34878;1.522190609;222.8266535;557.960022;1
203;2024;12;12;7.43542;46.95576;564.1;10;41;19;1.39;69.74;1.53;71.33;1.16;71.22;1.04;72.45;34879;1.347169509;224.173823;557.9400024;1
204;2024;12;12;7.43545;46.95578;564.2;10;41;20;1.34;69.67;1.5;71.3;1.16;71.16;1.12;72.46;34880;3.186814967;227.360638;557.9299927;1
205;2024;12;12;7.43547;46.95579;564.2;10;41;21;1.34;69.67;1.54;71.34;1.22;71.18;1.09;72.52;34881;1.884850386;229.2454884;557.8800049;1
206;2024;12;12;7.43548;46.9558;564.1;10;41;23;1.38;69.65;1.5;71.33;1.13;71.15;1.09;72.43;34883;1.347169196;230.5926576;557.9099731;1
207;2024;12;12;7.43549;46.9558;564.1;10;41;24;1.37;69.61;1.49;71.29;1.18;71.16;1.08;72.41;34884;0.761094595;231.3537522;557.9000244;1
208;2024;12;12;7.4355;46.95581;564.3;10;41;25;1.34;69.62;1.55;71.29;1.22;71.14;1.08;72.32;34885;1.347169116;232.7009213;557.8499756;1
209;2024;12;12;7.43553;46.95583;565.1;10;41;26;1.37;69.56;1.51;71.34;1.18;71.09;1.08;72.38;34886;3.186813458;235.8877348;557.7999878;1
210;2024;12;12;7.43555;46.95583;565.4;10;41;27;1.39;69.61;1.5;71.32;1.18;71.09;1.09;72.36;34887;1.52218834;237.4099231;557.8200073;1
211;2024;12;12;7.43556;46.95584;565.7;10;41;29;1.35;69.54;1.54;71.32;1.19;71.06;1.07;72.36;34889;1.347168881;238.757092;557.7999878;1
212;2024;12;12;7.43558;46.95585;565.8;10;41;30;1.35;69.58;1.51;71.28;1.26;71.07;1.11;72.37;34890;1.884849018;240.641941;557.7999878;1
213;2024;12;12;7.43559;46.95586;565.7;10;41;31;1.37;69.56;1.51;71.23;1.19;71.04;1.09;72.38;34891;1.347168725;241.9891097;557.789978;1
214;2024;12;12;7.43561;46.95587;566;10;41;32;1.35;69.56;1.51;71.3;1.19;71.02;1.09;72.36;34892;1.884848562;243.8739583;557.789978;1
215;2024;12;12;7.43562;46.95588;566.1;10;41;34;1.38;69.58;1.54;71.26;1.18;70.99;1.12;72.35;34894;1.347168567;245.2211269;557.789978;1
216;2024;12;12;7.43563;46.95589;566.5;10;41;35;1.35;69.55;1.49;71.22;1.2;71.02;1.11;72.32;34895;1.347168487;246.5682953;557.7800293;1
217;2024;12;12;7.43565;46.95589;566.9;10;41;36;1.37;69.48;1.54;71.24;1.19;70.98;1.09;72.38;34896;1.522186639;248.090482;557.7800293;1
218;2024;12;12;7.43568;46.95591;567.2;10;41;37;1.35;69.51;1.51;71.21;1.19;71.02;1.09;72.3;34897;3.186811041;251.277293;557.75;1
219;2024;12;12;7.43569;46.95592;567.3;10;41;38;1.38;69.57;1.49;71.21;1.2;70.96;1.09;72.31;34898;1.347168253;252.6244613;557.7399902;1
220;2024;12;12;7.4357;46.95592;567.3;10;41;40;1.42;69.5;1.51;71.19;1.16;71;1.09;72.27;34900;0.761092894;253.3855542;557.7399902;1
221;2024;12;12;7.43571;46.95593;567.3;10;41;41;1.34;69.55;1.54;71.26;1.16;70.98;1.11;72.26;34901;1.347168175;254.7327223;557.710022;1
222;2024;12;12;7.43572;46.95593;567.3;10;41;42;1.41;69.53;1.47;71.19;1.15;70.93;1.11;72.28;34902;0.761092752;255.4938151;557.710022;1
223;2024;12;12;7.43575;46.95595;567.3;10;41;43;1.35;69.42;1.53;71.2;1.18;70.89;1.12;72.23;34903;3.186809832;258.6806249;557.6799927;1
224;2024;12;12;7.43576;46.95595;567;10;41;44;1.38;69.4;1.54;71.17;1.18;70.88;1.09;72.26;34904;0.761092469;259.4417174;557.6900024;1
225;2024;12;12;7.43577;46.95596;566.5;10;41;46;1.41;69.4;1.51;71.16;1.19;70.85;1.14;72.2;34906;1.34716794;260.7888853;557.6300049;1
226;2024;12;12;7.43578;46.95596;566.2;10;41;47;1.34;69.34;1.54;71.1;1.13;70.85;1.09;72.22;34907;0.761092327;261.5499777;557.6699829;1
227;2024;12;12;7.43579;46.95596;566.5;10;41;48;1.35;69.35;1.5;71.05;1.15;70.81;1.11;72.14;34908;0.761092327;262.31107;557.6599731;1
228;2024;12;12;7.43581;46.95597;566.6;10;41;49;1.37;69.29;1.49;70.91;1.2;70.8;1.09;72.17;34909;1.884846283;264.1959163;557.6500244;1
229;2024;12;12;7.43581;46.95597;566.6;10;41;50;1.37;69.28;1.5;71;1.19;70.8;1.11;72.12;34910;0;264.1959163;557.6500244;1
230;2024;12;12;7.43581;46.95597;566.6;10;41;52;1.3;69.26;1.5;70.94;1.16;70.78;1.08;72.12;34912;0;264.1959163;557.6500244;1
231;2024;12;12;7.43582;46.95597;566.7;10;41;53;1.34;69.24;1.5;70.9;1.18;70.75;1.09;72.17;34913;0.761092185;264.9570085;557.6699829;1
232;2024;12;12;7.43582;46.95597;566.8;10;41;54;1.34;69.21;1.47;70.91;1.19;70.78;1.05;72.26;34914;0;264.9570085;557.6699829;1
233;2024;12;12;7.43584;46.95597;566.3;10;41;55;1.34;69.25;1.47;70.9;1.19;70.77;1.09;72.16;34915;1.52218437;266.4791928;557.6900024;1
234;2024;12;12;7.43585;46.95597;565.9;10;41;57;1.35;69.27;1.49;70.96;1.16;70.78;1.07;72.26;34917;0.761092185;267.240285;557.6900024;1
235;2024;12;12;7.43585;46.95597;566.1;10;41;58;1.3;69.26;1.5;70.91;1.22;70.8;1.09;72.22;34918;0;267.240285;557.6900024;1
236;2024;12;12;7.43586;46.95597;566.2;10;41;59;1.32;69.25;1.51;70.91;1.18;70.82;1.11;72.24;34919;0.761092185;268.0013772;557.6900024;1
237;2024;12;12;7.43586;46.95598;566.3;10;42;0;1.3;69.3;1.49;70.89;1.16;70.85;1.11;72.27;34920;1.111575381;269.1129526;557.6599731;1
238;2024;12;12;7.43587;46.95599;567;10;42;1;1.3;69.24;1.47;70.93;1.16;70.81;1.08;72.21;34921;1.347167705;270.4601203;557.6400146;1
239;2024;12;12;7.43588;46.956;567.3;10;42;3;1.34;69.3;1.49;70.96;1.12;70.79;1.08;72.21;34923;1.347167626;271.8072879;557.6099854;1
240;2024;12;12;7.43589;46.95602;567.6;10;42;4;1.32;69.32;1.49;70.96;1.13;70.83;1.07;72.27;34924;2.349821231;274.1571091;557.5499878;1
241;2024;12;12;7.4359;46.95603;568;10;42;5;1.32;69.31;1.47;70.94;1.19;70.84;1.08;72.23;34925;1.34716739;275.5042765;557.539978;1
242;2024;12;12;7.43593;46.95606;568.7;10;42;6;1.35;69.26;1.47;70.93;1.18;70.84;1.07;72.25;34926;4.0415017;279.5457782;557.5499878;1
243;2024;12;12;7.43595;46.95607;568.9;10;42;7;1.32;69.33;1.47;70.95;1.19;70.81;1.09;72.28;34927;1.884844004;281.4306222;557.5300293;1
244;2024;12;12;7.43596;46.95608;569;10;42;9;1.31;69.38;1.46;70.95;1.15;70.8;1.09;72.29;34929;1.347166999;282.7777892;557.5599976;1
245;2024;12;12;7.43597;46.95609;569.1;10;42;10;1.34;69.35;1.49;70.92;1.2;70.86;1.11;72.27;34930;1.347166919;284.1249562;557.5700073;1
246;2024;12;12;7.43599;46.9561;568.9;10;42;11;1.34;69.39;1.5;70.94;1.12;70.83;1.05;72.24;34931;1.88484332;286.0097995;557.6300049;1
247;2024;12;12;7.43603;46.95612;568.6;10;42;12;1.31;69.36;1.5;70.95;1.18;70.84;1.12;72.25;34932;3.769685958;289.7794854;557.710022;1
248;2024;12;12;7.43604;46.95612;568.5;10;42;13;1.38;69.33;1.5;70.93;1.16;70.83;1.09;72.34;34933;0.761090058;290.5405755;557.6599731;1
249;2024;12;12;7.43606;46.95612;568.5;10;42;15;1.34;69.36;1.49;70.94;1.18;70.87;1.09;72.36;34935;1.522180117;292.0627556;557.710022;1
250;2024;12;12;7.43607;46.95612;568.5;10;42;16;1.35;69.37;1.49;70.97;1.19;70.89;1.12;72.34;34936;0.761090058;292.8238457;557.710022;1
251;2024;12;12;7.43609;46.95612;568.6;10;42;17;1.34;69.45;1.5;71.09;1.13;70.94;1.09;72.38;34937;1.522180117;294.3460258;557.6900024;1
252;2024;12;12;7.43613;46.95613;568.5;10;42;18;1.34;69.55;1.46;71.1;1.18;70.98;1.14;72.44;34938;3.240945448;297.5869712;557.5800171;1
253;2024;12;12;7.43616;46.95613;568.5;10;42;20;1.34;69.64;1.49;71.21;1.2;71.04;1.14;72.44;34940;2.28326975;299.870241;557.5999756;1
254;2024;12;12;7.43618;46.95614;568.4;10;42;21;1.37;69.65;1.54;71.25;1.22;71.11;1.12;72.43;34941;1.884842409;301.7550834;557.5499878;1
255;2024;12;12;7.43619;46.95615;568.3;10;42;22;1.32;69.76;1.46;71.36;1.13;71.12;1.14;72.48;34942;1.347166447;303.1022498;557.5200195;1
256;2024;12;12;7.43621;46.95616;568.3;10;42;23;1.34;69.8;1.51;71.39;1.2;71.07;1.15;72.51;34943;1.884841955;304.9870918;557.4899902;1
257;2024;12;12;7.43624;46.95617;568.4;10;42;24;1.38;69.82;1.46;71.41;1.2;71.13;1.14;72.46;34944;2.539471178;307.526563;557.4500122;1
258;2024;12;12;7.43625;46.95618;568.1;10;42;26;1.37;69.9;1.51;71.47;1.19;71.1;1.12;72.49;34946;1.347166213;308.8737292;557.3900146;1
259;2024;12;12;7.43627;46.95619;568;10;42;27;1.37;69.85;1.51;71.47;1.19;71.1;1.14;72.5;34947;1.88484127;310.7585704;557.3800049;1
260;2024;12;12;7.43629;46.95619;567.9;10;42;28;1.37;69.94;1.51;71.48;1.22;71.11;1.14;72.51;34948;1.522178132;312.2807486;557.3499756;1
261;2024;12;12;7.4363;46.9562;567.9;10;42;29;1.37;69.9;1.49;71.56;1.23;71.13;1.17;72.49;34949;1.347166056;313.6279146;557.3800049;1
262;2024;12;12;7.43633;46.95621;567.7;10;42;30;1.37;69.95;1.51;71.62;1.22;71.23;1.15;72.52;34950;2.539469651;316.1673843;557.289978;1
263;2024;12;12;7.43635;46.95622;567.7;10;42;32;1.41;69.91;1.5;71.58;1.23;71.24;1.12;72.53;34952;1.884840587;318.0522249;557.2999878;1
264;2024;12;12;7.43636;46.95623;567.6;10;42;33;1.34;69.98;1.53;71.6;1.26;71.2;1.17;72.54;34953;1.347165819;319.3993907;557.210022;1
265;2024;12;12;7.43638;46.95624;567.4;10;42;34;1.35;69.9;1.51;71.65;1.22;71.25;1.15;72.52;34954;1.884840132;321.2842308;557.210022;1
266;2024;12;12;7.43641;46.95625;567.2;10;42;35;1.37;69.88;1.46;71.66;1.22;71.21;1.11;72.5;34955;2.539468125;323.823699;557.1300049;1
267;2024;12;12;7.43642;46.95626;567;10;42;36;1.31;69.87;1.51;71.65;1.24;71.25;1.18;72.5;34956;1.347165585;325.1708645;557.1500244;1
268;2024;12;12;7.43644;46.95626;566.9;10;42;38;1.35;69.88;1.51;71.7;1.24;71.2;1.18;72.47;34958;1.522176147;326.6930407;557.1500244;1
269;2024;12;12;7.43646;46.95627;566.6;10;42;39;1.34;69.94;1.5;71.72;1.22;71.19;1.17;72.46;34959;1.884839447;328.5778801;557.0599976;1
270;2024;12;12;7.43647;46.95627;566.4;10;42;40;1.38;69.92;1.54;71.76;1.22;71.17;1.15;72.5;34960;0.761087932;329.3389681;557.0900269;1
271;2024;12;12;7.43651;46.95628;566.1;10;42;41;1.35;69.95;1.5;71.73;1.24;71.17;1.14;72.41;34961;3.240937467;332.5799055;557.039978;1
272;2024;12;12;7.43653;46.95628;566.2;10;42;43;1.41;69.97;1.53;71.76;1.22;71.15;1.14;72.48;34963;1.52217558;334.1020811;557.0499878;1
273;2024;12;12;7.43655;46.95628;566.1;10;42;44;1.35;69.91;1.53;71.74;1.23;71.16;1.18;72.44;34964;1.52217558;335.6242567;557.039978;1
274;2024;12;12;7.43656;46.95628;566;10;42;45;1.35;69.89;1.54;71.69;1.26;71.15;1.14;72.43;34965;0.76108779;336.3853445;557.0800171;1
275;2024;12;12;7.43657;46.95628;565.7;10;42;46;1.37;69.84;1.53;71.69;1.24;71.17;1.21;72.42;34966;0.76108779;337.1464323;557.0700073;1
276;2024;12;12;7.43661;46.95629;565.7;10;42;47;1.35;69.87;1.53;71.74;1.26;71.2;1.15;72.47;34967;3.240936935;340.3873692;557.039978;1
277;2024;12;12;7.43662;46.9563;565.6;10;42;49;1.39;69.93;1.54;71.7;1.23;71.16;1.19;72.45;34969;1.34716527;341.7345345;557.0100098;1
278;2024;12;12;7.43664;46.9563;565.6;10;42;50;1.39;69.84;1.51;71.72;1.24;71.24;1.22;72.45;34970;1.522175012;343.2567095;557;1
279;2024;12;12;7.43665;46.95631;565.6;10;42;51;1.41;69.87;1.57;71.72;1.29;71.27;1.24;72.46;34971;1.347165192;344.6038747;556.9500122;1
280;2024;12;12;7.43666;46.95631;565.6;10;42;52;1.44;69.94;1.51;71.7;1.27;71.18;1.21;72.43;34972;0.761087364;345.364962;556.960022;1
281;2024;12;12;7.43669;46.95633;565.4;10;42;53;1.41;69.9;1.58;71.73;1.29;71.18;1.19;72.51;34973;3.186798354;348.5517604;556.9299927;1
282;2024;12;12;7.43671;46.95633;565.4;10;42;55;1.38;69.9;1.53;71.69;1.27;71.23;1.21;72.41;34975;1.522174162;350.0739346;556.9099731;1
283;2024;12;12;7.43672;46.95634;565.2;10;42;56;1.44;69.9;1.6;71.69;1.3;71.24;1.22;72.45;34976;1.347164957;351.4210995;556.8900146;1
284;2024;12;12;7.43674;46.95635;565.1;10;42;57;1.39;69.82;1.55;71.71;1.32;71.24;1.22;72.42;34977;1.884837625;353.3059371;556.8400269;1
285;2024;12;12;7.43676;46.95636;565;10;42;58;1.44;69.9;1.55;71.65;1.3;71.16;1.21;72.44;34978;1.884837397;355.1907745;556.7700195;1
286;2024;12;12;7.43678;46.95637;564.9;10;43;0;1.44;69.87;1.61;71.69;1.26;71.13;1.22;72.39;34980;1.88483717;357.0756117;556.7399902;1
287;2024;12;12;7.4368;46.95638;565;10;43;1;1.45;69.88;1.54;71.65;1.3;71.1;1.24;72.38;34981;1.884836941;358.9604486;556.7299805;1
288;2024;12;12;7.43682;46.95638;565;10;43;2;1.45;69.79;1.53;71.65;1.3;71.11;1.22;72.35;34982;1.522172744;360.4826214;556.7299805;1
289;2024;12;12;7.43683;46.95639;564.9;10;43;3;1.47;69.85;1.57;71.62;1.29;71.06;1.19;72.32;34983;1.347164564;361.829786;556.6599731;1
290;2024;12;12;7.43686;46.9564;565;10;43;4;1.44;69.77;1.57;71.55;1.27;71.06;1.27;72.31;34984;2.539462402;364.3692484;556.6400146;1
291;2024;12;12;7.43687;46.95641;565.2;10;43;6;1.42;69.8;1.57;71.58;1.36;71.07;1.22;72.28;34986;1.347164406;365.7164128;556.5999756;1
292;2024;12;12;7.43689;46.95642;565.4;10;43;7;1.45;69.79;1.57;71.56;1.33;71.03;1.21;72.3;34987;1.884836032;367.6012488;556.5800171;1
293;2024;12;12;7.4369;46.95642;565.3;10;43;8;1.44;69.79;1.6;71.56;1.32;71.04;1.27;72.34;34988;0.761085805;368.3623346;556.5900269;1
294;2024;12;12;7.43692;46.95643;565.3;10;43;9;1.42;69.69;1.61;71.51;1.34;71.07;1.22;72.31;34989;1.884835801;370.2471704;556.539978;1
295;2024;12;12;7.43695;46.95644;565.3;10;43;10;1.47;69.84;1.58;71.51;1.32;71.02;1.19;72.31;34990;2.539460875;372.7866313;556.5300293;1
296;2024;12;12;7.43697;46.95645;565.2;10;43;12;1.48;69.8;1.62;71.47;1.33;71.07;1.24;72.32;34992;1.884835346;374.6714666;556.4899902;1
297;2024;12;12;7.43699;46.95646;565;10;43;13;1.48;69.69;1.58;71.55;1.32;71.04;1.22;72.35;34993;1.884835119;376.5563017;556.4799805;1
298;2024;12;12;7.437;46.95646;565;10;43;14;1.45;69.76;1.57;71.49;1.32;70.99;1.25;72.35;34994;0.761085238;377.317387;556.460022;1
299;2024;12;12;7.43702;46.95647;565.1;10;43;15;1.44;69.78;1.6;71.47;1.32;70.96;1.21;72.27;34995;1.884834891;379.2022219;556.4299927;1
300;2024;12;12;7.43705;46.95648;565;10;43;16;1.48;69.76;1.58;71.47;1.36;70.96;1.25;72.32;34996;2.539459347;381.7416812;556.3800049;1
301;2024;12;12;7.43707;46.95649;565;10;43;18;1.41;69.77;1.61;71.45;1.27;70.88;1.24;72.3;34998;1.884834435;383.6265156;556.3300171;1
302;2024;12;12;7.43709;46.9565;564.8;10;43;19;1.44;69.75;1.58;71.44;1.27;70.94;1.18;72.27;34999;1.884834207;385.5113499;556.3300171;1
303;2024;12;12;7.4371;46.9565;564.7;10;43;20;1.42;69.77;1.6;71.36;1.3;70.94;1.22;72.33;35000;0.76108467;386.2724345;556.3400269;1
304;2024;12;12;7.43712;46.95651;564.7;10;43;21;1.45;69.76;1.65;71.47;1.33;70.95;1.22;72.28;35001;1.884833979;388.1572685;556.2999878;1
305;2024;12;12;7.43715;46.95652;564.6;10;43;23;1.45;69.75;1.6;71.45;1.33;70.93;1.24;72.27;35003;2.539457822;390.6967263;556.25;1
306;2024;12;12;7.43717;46.95653;564.7;10;43;24;1.47;69.82;1.57;71.37;1.27;70.87;1.25;72.21;35004;1.884833524;392.5815598;556.210022;1
307;2024;12;12;7.43719;46.95653;564.6;10;43;25;1.47;69.73;1.6;71.46;1.36;70.9;1.22;72.23;35005;1.52216849;394.1037283;556.2000122;1
308;2024;12;12;7.4372;46.95654;564.5;10;43;26;1.44;69.75;1.64;71.45;1.32;70.89;1.24;72.23;35006;1.347163386;395.4508917;556.1699829;1
309;2024;12;12;7.43723;46.95655;564.3;10;43;27;1.44;69.68;1.6;71.35;1.34;70.84;1.25;72.19;35007;2.539456677;397.9903484;556.1500244;1
310;2024;12;12;7.43726;46.95656;564.1;10;43;29;1.47;69.65;1.6;71.34;1.32;70.81;1.24;72.18;35009;2.539456295;400.5298047;556.0900269;1
311;2024;12;12;7.43727;46.95656;564;10;43;30;1.49;69.65;1.6;71.36;1.36;70.82;1.25;72.18;35010;0.76108382;401.2908885;556.1099854;1
312;2024;12;12;7.43729;46.95657;563.9;10;43;31;1.47;69.64;1.62;71.38;1.34;70.82;1.27;72.19;35011;1.884832611;403.1757211;556.0599976;1
313;2024;12;12;7.43731;46.95658;563.8;10;43;32;1.44;69.61;1.6;71.35;1.34;70.83;1.28;72.21;35012;1.884832385;405.0605535;556.0300293;1
314;2024;12;12;7.43733;46.95659;563.6;10;43;33;1.45;69.61;1.6;71.32;1.33;70.82;1.27;72.19;35013;1.884832154;406.9453857;556.0300293;1
315;2024;12;12;7.43735;46.95659;563.5;10;43;35;1.48;69.6;1.62;71.28;1.37;70.85;1.24;72.22;35015;1.522166789;408.4675525;556.0200195;1
316;2024;12;12;7.43737;46.9566;563.5;10;43;36;1.52;69.66;1.64;71.36;1.32;70.77;1.25;72.15;35016;1.884831929;410.3523844;555.960022;1
317;2024;12;12;7.43738;46.9566;563.5;10;43;37;1.47;69.6;1.58;71.33;1.36;70.84;1.27;72.1;35017;0.761083253;411.1134676;556;1
318;2024;12;12;7.4374;46.95661;563.3;10;43;38;1.44;69.66;1.62;71.35;1.37;70.81;1.28;72.03;35018;1.8848317;412.9982993;555.9699707;1
319;2024;12;12;7.43742;46.95662;563.1;10;43;40;1.51;69.65;1.6;71.36;1.36;70.74;1.31;72.03;35020;1.884831473;414.8831308;555.9000244;1
320;2024;12;12;7.43743;46.95663;563;10;43;41;1.47;69.63;1.62;71.34;1.36;70.81;1.28;72.04;35021;1.34716268;416.2302935;555.8800049;1
321;2024;12;12;7.43745;46.95663;562.9;10;43;42;1.49;69.66;1.62;71.32;1.36;70.75;1.27;72.06;35022;1.522165654;417.7524591;555.8800049;1
322;2024;12;12;7.43746;46.95664;562.9;10;43;43;1.52;69.62;1.6;71.33;1.39;70.8;1.32;71.98;35023;1.347162603;419.0996217;555.8200073;1
323;2024;12;12;7.43747;46.95665;562.9;10;43;44;1.51;69.56;1.65;71.29;1.4;70.79;1.27;71.98;35024;1.347162523;420.4467843;555.8099976;1
324;2024;12;12;7.4375;46.95666;562.9;10;43;46;1.54;69.55;1.65;71.27;1.4;70.74;1.35;72.01;35026;2.539452479;422.9862367;555.7999878;1
325;2024;12;12;7.43751;46.95667;562.9;10;43;47;1.49;69.5;1.64;71.22;1.4;70.77;1.31;71.97;35027;1.347162366;424.3333991;555.7199707;1
326;2024;12;12;7.43752;46.95668;562.9;10;43;48;1.54;69.56;1.68;71.26;1.4;70.72;1.31;71.97;35028;1.347162287;425.6805614;555.6900024;1
327;2024;12;12;7.43754;46.95668;562.8;10;43;49;1.51;69.46;1.62;71.2;1.4;70.75;1.31;71.94;35029;1.522164237;427.2027256;555.7199707;1
328;2024;12;12;7.43754;46.95668;562.7;10;43;50;1.51;69.48;1.62;71.2;1.4;70.69;1.31;71.93;35030;0;427.2027256;555.7199707;1
329;2024;12;12;7.43754;46.95668;562.6;10;43;52;1.49;69.4;1.65;71.11;1.4;70.72;1.35;71.89;35032;0;427.2027256;555.7199707;1
330;2024;12;12;7.43754;46.95668;562.6;10;43;53;1.52;69.38;1.61;71.07;1.43;70.59;1.31;71.84;35033;0;427.2027256;555.7199707;1
331;2024;12;12;7.43754;46.95668;562.6;10;43;54;1.52;69.33;1.62;71.07;1.37;70.55;1.35;71.87;35034;0;427.2027256;555.7199707;1
332;2024;12;12;7.43754;46.95668;562.5;10;43;55;1.55;69.34;1.62;71.04;1.43;70.51;1.29;71.8;35035;0;427.2027256;555.7199707;1
333;2024;12;12;7.43754;46.95668;562.4;10;43;57;1.54;69.26;1.65;71.03;1.4;70.49;1.32;71.74;35037;0;427.2027256;555.7199707;1
334;2024;12;12;7.43754;46.95668;562.4;10;43;58;1.49;69.19;1.62;71.01;1.39;70.44;1.32;71.66;35038;0;427.2027256;555.7199707;1
